2.498000e+01 2.533207e-02 1.000000e+00 1.497411e-03 5.685974e-02 5.035105e+12
2.498000e+01 2.568197e-02 1.058845e+00 1.518095e-03 5.745216e-02 4.750299e+12
2.498000e+01 2.603047e-02 1.121152e+00 1.538695e-03 5.803983e-02 4.486135e+12
2.498000e+01 2.637618e-02 1.187126e+00 1.559130e-03 5.854791e-02 4.236517e+12
2.498000e+01 2.672687e-02 1.256981e+00 1.579860e-03 5.915112e-02 4.006626e+12
2.498000e+01 2.711035e-02 1.330948e+00 1.602528e-03 5.971451e-02 3.766701e+12
2.498000e+01 2.749224e-02 1.409267e+00 1.625102e-03 6.025724e-02 3.544176e+12
2.498000e+01 2.787028e-02 1.492195e+00 1.647448e-03 6.078257e-02 3.339098e+12
2.498000e+01 2.824516e-02 1.580002e+00 1.669608e-03 6.126078e-02 3.147883e+12
2.498000e+01 2.862471e-02 1.672977e+00 1.692044e-03 6.168725e-02 2.965147e+12
2.498000e+01 2.899782e-02 1.771422e+00 1.714099e-03 6.214187e-02 2.799716e+12
2.498000e+01 2.936048e-02 1.875661e+00 1.735536e-03 6.250945e-02 2.646588e+12
2.498000e+01 2.972328e-02 1.986034e+00 1.756982e-03 6.280372e-02 2.500680e+12
2.498000e+01 3.007437e-02 2.102901e+00 1.777735e-03 6.305885e-02 2.367665e+12
2.498000e+01 3.041589e-02 2.226645e+00 1.797922e-03 6.320326e-02 2.242816e+12
2.498000e+01 3.074704e-02 2.357671e+00 1.817497e-03 6.332543e-02 2.128717e+12
2.498000e+01 3.106505e-02 2.496407e+00 1.836295e-03 6.335828e-02 2.023016e+12
2.498000e+01 3.136035e-02 2.643307e+00 1.853751e-03 6.336516e-02 1.929757e+12
2.498000e+01 3.163856e-02 2.798852e+00 1.870196e-03 6.324673e-02 1.842940e+12
2.498000e+01 3.191349e-02 2.963549e+00 1.886448e-03 6.310366e-02 1.760920e+12
2.498000e+01 3.217629e-02 3.137938e+00 1.901982e-03 6.288047e-02 1.684196e+12
2.498000e+01 3.241127e-02 3.322588e+00 1.915872e-03 6.259499e-02 1.616650e+12
2.498000e+01 3.262551e-02 3.518104e+00 1.928536e-03 6.228524e-02 1.556521e+12
2.498000e+01 3.282069e-02 3.725126e+00 1.940073e-03 6.188724e-02 1.501133e+12
2.498000e+01 3.299639e-02 3.944329e+00 1.950459e-03 6.146119e-02 1.451528e+12
2.498000e+01 3.314600e-02 4.176432e+00 1.959303e-03 6.100614e-02 1.408558e+12
2.498000e+01 3.328517e-02 4.422192e+00 1.967529e-03 6.050241e-02 1.367967e+12
2.498000e+01 3.341640e-02 4.682414e+00 1.975287e-03 5.995874e-02 1.329262e+12
2.498000e+01 3.351625e-02 4.957949e+00 1.981189e-03 5.939270e-02 1.297217e+12
2.498000e+01 3.359660e-02 5.249697e+00 1.985938e-03 5.885703e-02 1.270218e+12
2.498000e+01 3.365975e-02 5.558613e+00 1.989671e-03 5.826980e-02 1.245793e+12
2.498000e+01 3.370743e-02 5.885707e+00 1.992490e-03 5.766503e-02 1.224167e+12
2.498000e+01 3.374678e-02 6.232049e+00 1.994816e-03 5.651565e-02 1.192789e+12
2.498000e+01 3.376893e-02 6.598771e+00 1.996125e-03 5.518933e-02 1.160982e+12
2.498000e+01 3.378403e-02 6.987073e+00 1.997018e-03 5.401025e-02 1.133641e+12
2.498000e+01 3.377454e-02 7.398225e+00 1.996457e-03 5.218585e-02 1.096887e+12
2.498000e+01 3.376567e-02 7.833570e+00 1.995932e-03 5.112306e-02 1.075962e+12
2.498000e+01 3.373783e-02 8.294533e+00 1.994286e-03 5.118963e-02 1.081815e+12
2.498000e+01 3.370684e-02 8.782621e+00 1.992455e-03 5.132944e-02 1.089765e+12
2.498000e+01 3.365739e-02 9.299431e+00 1.989532e-03 5.167278e-02 1.105138e+12
2.498000e+01 3.359153e-02 9.846652e+00 1.985639e-03 4.827569e-02 1.042644e+12
